content_id,Name,Year,Rate,Votes,Genre,Duration,Type,Certificate,Episodes,Nudity,Violence,Profanity,Alcohol,Frightening
414,Demon Slayer: Kimetsu No Yaiba,1984,8.7,53641,Animation.Action.Adventure,25,Series,TV-MA,28,None,Severe,Mild,None,Severe
415,30 Rock,1984,8.2,116862,Comedy,22,Series,TV-14,138,Mild,Mild,Mild,Mild,None
416,The King's Man,2021,NULL,NULL,Action.Adventure.Comedy,NULL,Film,R,1,No Rate,No Rate,No Rate,No Rate,No Rate
417,BoJack Horseman,2021,8.7,129718,Animation.Comedy.Drama,25,Series,TV-MA,77,Moderate,Mild,Moderate,Severe,Moderate
418,Scaredy Cats,2021,6.3,193,Comedy.Family.Fantasy,NULL,Series,TV-G,9,No Rate,No Rate,No Rate,No Rate,No Rate
419,Nightbooks,2021,5.8,5795,Family.Fantasy.Horror,103,Film,TV-PG,1,None,Mild,Mild,None,Moderate
420,Acapulco,2021,6.3,488,Comedy,NULL,Series,TV-14,10,Mild,No Rate,No Rate,No Rate,No Rate
421,The Lighthouse,2019,7.5,170825,Drama.Fantasy.Horror,109,Film,R,1,Moderate,Severe,Moderate,Moderate,Severe
422,Psych,2019,8.3,90054,Comedy.Crime.Mystery,44,Series,TV-PG,121,Mild,Mild,Mild,Mild,Mild
423,NCIS: Los Angeles,2019,6.7,50798,Action.Crime.Drama,43,Series,TV-14,287,Mild,Mild,Mild,Mild,Moderate
424,The Wonder Years,2019,5.5,1855,Comedy.Drama.Family,NULL,Series,TV-PG,9,Moderate,Mild,Moderate,Mild,Mild
425,Columbo,2019,8.3,31439,Crime.Drama.Mystery,100,Series,TV-PG,68,None,Mild,None,Moderate,Mild
426,The Courier,2020,7.1,36654,Drama.History.Thriller,112,Film,PG-13,1,Mild,Mild,Mild,Mild,Mild
427,Love Strikes Twice,2021,7.2,458,Comedy.Mystery.Romance,84,Film,TV-G,1,None,None,None,None,None
428,Stargate SG-1,2021,8.4,87771,Action.Adventure.Drama,44,Series,TV-14,213,Mild,Mild,Mild,Mild,Mild
429,One Tree Hill,2021,7.7,75340,Drama.Romance.Sport,60,Series,TV-14,187,Mild,Mild,Mild,Mild,Mild
430,Luca,2021,7.5,112694,Animation.Adventure.Comedy,95,Film,E,1,None,Mild,None,None,Mild
431,Ghost Ship,2002,5.5,97452,Horror,91,Film,R,1,Moderate,Severe,Severe,Mild,Severe
432,My Son,2021,6,3896,Crime.Drama.Mystery,95,Film,R,1,None,No Rate,Severe,No Rate,No Rate
